time,boiler_thermocouple,boiler_internal,grouphead_thermocouple,grouphead_internal,basket_thermocouple,basket_internal,is_heating
1687859267.35708206s,107.25,26.4375,45.25,25.75,59.25,25.875,false
1687859267.364649988s,107,26.4375,45.25,25.75,59.25,25.875,false
1687859267.373207907s,107,26.4375,45.25,25.75,59.25,25.875,false
1687859267.380846834s,107,26.4375,45.25,25.75,59.25,25.875,false
1687859267.38869276s,107,26.4375,45.25,25.75,59.25,25.875,false
1687859267.396241688s,107,26.4375,45.25,25.6875,59.25,25.875,false
1687859267.404398611s,107,26.5,45.25,25.6875,58.75,25.875,false
1687859267.41293553s,107,26.5,45.25,25.6875,58.75,25.875,false
1687859267.420683457s,107,26.5,45.25,25.6875,58.75,25.875,false
1687859267.429723371s,107,26.5,47.25,25.6875,58.75,25.875,false
1687859267.436792304s,107.25,26.5,47.25,25.6875,58.75,25.875,false
1687859267.588679864s,107.25,26.5,45.75,25.75,59.75,25.875,false
1687859267.597769778s,107.25,26.5,45.75,25.75,59.75,25.875,false
1687859267.604306716s,107.25,26.5,45.75,25.75,59.75,25.875,false
1687859267.612851635s,107.25,26.5,45.75,25.75,59.75,25.875,false
1687859267.620443563s,107.25,26.5,45.75,25.75,59.75,25.875,false
1687859267.629074481s,107.25,26.4375,45.75,25.75,58.75,25.875,false
1687859267.636716408s,107.25,26.4375,45.75,25.75,58.75,25.875,false
1687859267.644328336s,107.25,26.4375,45.75,25.75,58.75,25.875,false
1687859267.652855255s,107.25,26.4375,46.25,25.75,58.75,25.875,false
1687859267.812627741s,107.25,26.5,47,25.75,59.5,25.8125,false
1687859267.820802663s,107.25,26.5,47,25.75,59.5,25.875,false
1687859267.829162584s,107.25,26.5,47,25.75,59.5,25.875,false
1687859267.837015509s,107.25,26.5,47,25.6875,59.5,25.875,false
1687859267.844939434s,107.25,26.5,47,25.6875,59.5,25.875,false
1687859267.853054357s,107.25,26.5,47,25.6875,58,25.875,false
1687859267.860936283s,107.25,26.5,47,25.6875,58,25.875,false
1687859267.869593201s,107.25,26.5,47,25.6875,58,25.875,false
1687859267.876247137s,107.25,26.5,45.25,25.6875,58,25.875,false
1687859267.884789056s,107,26.5,45.25,25.6875,58,25.875,false
1687859267.892387984s,107,26.5,45.25,25.6875,58,25.875,false
1687859267.901048902s,107,26.5,45.25,25.6875,58,25.875,false
1687859267.90870283s,107,26.5,45.25,25.6875,58,25.875,false
1687859267.916235758s,107,26.5,45.25,25.75,58,25.875,false
1687859267.924236682s,107,26.4375,45.25,25.75,58,25.875,false
1687859267.932878601s,107,26.4375,45.25,25.75,58.75,25.875,false
1687859267.940760526s,107,26.4375,45.25,25.75,58.75,25.875,false
1687859267.949096447s,107,26.4375,47.5,25.75,58.75,25.875,false
1687859267.956697375s,107,26.4375,47.5,25.75,58.75,25.875,false
1687859267.964262303s,107,26.4375,47.5,25.75,58.75,25.875,false
1687859267.97305222s,107,26.4375,47.5,25.75,58.75,25.8125,false
1687859267.980666147s,107,26.4375,47.5,25.75,58.75,25.8125,false
1687859267.988282075s,107,26.4375,47.5,25.6875,58.75,25.8125,false
1687859267.996846994s,107,26.5,47.5,25.6875,58.75,25.8125,false
1687859268.004409922s,107,26.5,47.5,25.6875,58,25.8125,false
1687859268.012962841s,107,26.5,47.5,25.6875,58,25.8125,false
1687859268.020562769s,107,26.5,47.5,25.6875,58,25.8125,false
1687859268.030048679s,107,26.5,47.5,25.6875,58,25.8125,false
1687859268.036627617s,107,26.5,47.5,25.6875,58,25.8125,false
1687859268.044358544s,107,26.5,47.5,25.6875,58,25.875,false
1687859268.05314046s,107,26.5,47.5,25.6875,58,25.875,false
1687859268.060283393s,107,26.5,47.5,25.75,58,25.875,false
1687859268.068473315s,107,26.5,47.5,25.75,58,25.875,false
1687859268.076950235s,107,26.4375,47.5,25.75,58.5,25.875,false
1687859268.085080157s,107,26.4375,47.5,25.75,58.5,25.875,false
1687859268.092738085s,107,26.4375,44.75,25.75,58.5,25.875,false
1687859268.100387012s,107,26.4375,44.75,25.75,58.5,25.875,false
1687859268.109015931s,107,26.4375,44.75,25.75,58.5,25.875,false
1687859268.116535859s,107,26.4375,44.75,25.75,58.5,25.8125,false
1687859268.125865771s,107,26.4375,44.75,25.75,58.5,25.8125,false
1687859268.132426709s,107,26.4375,44.75,25.75,58.5,25.8125,false
1687859268.140601631s,107,26.4375,44.75,25.6875,58.5,25.8125,false
1687859268.148377557s,107,26.5,44.75,25.6875,59,25.8125,false
1687859268.157084475s,107,26.5,44.75,25.6875,59,25.8125,false
1687859268.164592404s,107,26.5,44.75,25.6875,59,25.8125,false
1687859268.17231333s,107,26.5,47.25,25.6875,59,25.8125,false
1687859268.33263681s,107.25,26.5,46,25.75,59.75,25.875,false
1687859268.341997722s,107.25,26.5,46,25.75,59.75,25.8125,false
1687859268.348229663s,107.25,26.5,46,25.75,59.75,25.8125,false
1687859268.356743582s,107.25,26.5,46,25.6875,59.75,25.8125,false
1687859268.36435351s,107.25,26.5,46,25.6875,59.75,25.8125,false
1687859268.372840429s,107.25,26.5,46,25.6875,58.75,25.8125,false
1687859268.380479357s,107.25,26.5,46,25.6875,58.75,25.8125,false
1687859268.388645279s,107.25,26.5,46,25.6875,58.75,25.8125,false
1687859268.397275198s,107.25,26.5,46,25.6875,58.75,25.8125,false
1687859268.404853126s,107,26.5,46,25.6875,58.75,25.8125,false
1687859268.412393054s,107,26.5,46,25.6875,58.75,25.8125,false
1687859268.420954973s,107,26.5,46,25.6875,58.75,25.8125,false
1687859268.4286129s,107,26.5,46,25.6875,58.75,25.8125,false
1687859268.436692824s,107,26.5,46,25.6875,58.75,25.8125,false
1687859268.44446075s,107,26.5,46,25.6875,58.75,25.8125,false
1687859268.453084668s,107,26.5,46,25.6875,58.75,25.8125,false
1687859268.461218591s,107,26.5,46,25.6875,58.75,25.8125,false
1687859268.468886519s,107,26.5,49.25,25.6875,58.75,25.8125,false
1687859268.557101682s,107.25,26.5,46.75,25.6875,59.75,25.875,false
1687859268.564283614s,107.25,26.5,46.75,25.6875,59.75,25.8125,false
1687859268.572752534s,107.25,26.5,46.75,25.6875,59.75,25.8125,false
1687859268.58056646s,107.25,26.5,46.75,25.6875,59.75,25.8125,false
1687859268.588539384s,107.25,26.5,46.75,25.6875,59.75,25.8125,false
1687859268.597125303s,107.25,26.5,46.75,25.6875,58.5,25.8125,false
1687859268.604678231s,107.25,26.5,46.75,25.6875,58.5,25.8125,false
1687859268.61221916s,107.25,26.5,44.25,25.6875,58.5,25.8125,false
1687859268.620790078s,107.25,26.5,44.25,25.6875,58.5,25.8125,false
1687859268.629247998s,107,26.5,44.25,25.6875,58.5,25.8125,false
1687859268.63640793s,107,26.5,44.25,25.6875,58.5,25.875,false
1687859268.644570853s,107,26.5,44.25,25.6875,58.5,25.875,false
1687859268.653066772s,107,26.5,44.25,25.6875,58.5,25.875,false
1687859268.6606677s,107,26.5,44.25,25.6875,58.5,25.875,false
1687859268.668272628s,107,26.5,44.25,25.6875,59.25,25.875,false
1687859268.676818547s,107,26.5,44.25,25.6875,59.25,25.875,false
1687859268.685052469s,107,26.5,44.25,25.6875,59.25,25.875,false
1687859268.692566398s,107,26.5,48.25,25.6875,59.25,25.875,false
1687859268.852729879s,107,26.5,45,25.6875,59.75,25.875,false
1687859268.860826803s,107,26.5,45,25.6875,59.75,25.875,false
1687859268.869168723s,107,26.5,45,25.6875,59.75,25.875,false
1687859268.875988659s,107,26.5,45,25.75,59.75,25.875,false
1687859268.885241571s,107,26.5,45,25.75,59.75,25.875,false
1687859268.892831499s,107,26.5,45,25.75,59,25.875,false
1687859268.901433418s,107,26.5,45,25.75,59,25.875,false
1687859268.908821348s,107,26.5,47.25,25.75,59,25.875,false
1687859268.917189268s,107,26.5,47.25,25.75,59,25.875,false
1687859268.925627188s,107,26.5,47.25,25.75,59,25.875,false
1687859268.933443114s,107,26.5,47.25,25.75,59,25.8125,false
1687859268.940689045s,107,26.5,47.25,25.75,59,25.8125,false
1687859268.949009966s,107,26.5,47.25,25.75,59,25.8125,false
1687859268.956531895s,107,26.5,47.25,25.75,59,25.8125,false
1687859268.965039815s,107,26.5,47.25,25.75,59,25.8125,false
1687859268.973110738s,107,26.5,47.25,25.75,58.25,25.8125,false
1687859268.980746666s,107,26.5,47.25,25.75,58.25,25.8125,false
1687859268.988361593s,107,26.5,49.25,25.75,58.25,25.8125,false
1687859269.068370835s,107,26.4375,46.25,25.75,59.75,25.875,false
1687859269.077102752s,107,26.4375,46.25,25.75,59.75,25.875,false
1687859269.08467168s,107,26.4375,46.25,25.75,59.75,25.875,false
1687859269.093209599s,107,26.4375,46.25,25.75,59.75,25.875,false
1687859269.100756528s,107,26.4375,46.25,25.75,59.75,25.875,false
1687859269.108416455s,107,26.5,46.25,25.75,59.75,25.875,false
1687859269.116935374s,107,26.5,46.25,25.75,59.25,25.875,false
1687859269.124589302s,107,26.5,46.25,25.75,59.25,25.875,false
1687859269.133137221s,107,26.5,45.75,25.75,59.25,25.875,false
1687859269.141412142s,107,26.5,45.75,25.75,59.25,25.875,false
1687859269.14904507s,107,26.5,45.75,25.75,59.25,25.875,false
1687859269.156852996s,107,26.5,45.75,25.75,59.25,25.875,false
1687859269.164787921s,107,26.5,45.75,25.75,59.25,25.875,false
1687859269.172368849s,107,26.5,45.75,25.75,59.25,25.875,false
1687859269.181045767s,107,26.5,45.75,25.75,59.25,25.875,false
1687859269.188690694s,107,26.5,45.75,25.75,59.25,25.875,false
1687859269.196217623s,107,26.5,45.75,25.75,58.5,25.875,false
1687859269.204759542s,107,26.5,49.25,25.75,58.5,25.875,false
1687859269.212495468s,107,26.5,49.25,25.75,58.5,25.875,false
1687859269.221207386s,107,26.5,49.25,25.75,58.5,25.875,false
1687859269.229605306s,107,26.5,49.25,25.75,58.5,25.875,false
1687859269.236231243s,107,26.5,49.25,25.75,58.5,25.875,false
1687859269.244806162s,107,26.5,49.25,25.75,58.5,25.875,false
1687859269.252310091s,107,26.5,49.25,25.75,58.5,25.875,false
1687859269.260916009s,107,26.4375,49.25,25.75,58.5,25.875,false
1687859269.268547937s,107,26.4375,49.25,25.75,58,25.875,false
1687859269.27663386s,107,26.4375,49.25,25.75,58,25.875,false
1687859269.284804783s,107,26.4375,47.5,25.75,58,25.875,false
1687859269.292344711s,107,26.4375,47.5,25.75,58,25.875,false
1687859269.300977629s,107,26.4375,47.5,25.75,58,25.875,false
1687859269.308772556s,107,26.4375,47.5,25.75,58,25.875,false
1687859269.317584472s,107,26.4375,47.5,25.75,58,25.875,false
1687859269.3251564s,107,26.4375,47.5,25.6875,58,25.875,false
1687859269.332678329s,107,26.5,47.5,25.6875,58,25.875,false
1687859269.340903251s,107,26.5,47.5,25.6875,57.25,25.875,false
1687859269.349141173s,107,26.5,47.5,25.6875,57.25,25.875,false
1687859269.356682101s,107,26.5,44.5,25.6875,57.25,25.875,false
1687859269.36423103s,107,26.5,44.5,25.6875,57.25,25.875,false
1687859269.372732949s,107,26.5,44.5,25.6875,57.25,25.875,false
1687859269.38106787s,107,26.5,44.5,25.6875,57.25,25.875,false
1687859269.388627798s,107,26.5,44.5,25.6875,57.25,25.875,false
1687859269.397204717s,107,26.5,44.5,25.75,57.25,25.875,false
1687859269.405276641s,107,26.5,44.5,25.75,57.25,25.875,false
1687859269.412824569s,107,26.5,44.5,25.75,59.25,25.875,false
1687859269.420313498s,107,26.5,44.5,25.75,59.25,25.875,false
1687859269.429923407s,107,26.5,47.75,25.75,59.25,25.875,false
1687859269.436507344s,107,26.5,47.75,25.75,59.25,25.875,false
1687859269.588966899s,107,26.5,45.5,25.75,59.75,25.875,false
1687859269.597694816s,107,26.5,45.5,25.75,59.75,25.875,false
1687859269.605121746s,107,26.5,45.5,25.75,59.75,25.875,false
1687859269.612652674s,107,26.5,45.5,25.75,59.75,25.875,false
1687859269.621204593s,107,26.5,45.5,25.75,59.75,25.875,false
1687859269.630095509s,107,26.5,45.5,25.75,59.75,25.875,false
1687859269.636761446s,107,26.5,45.5,25.75,58,25.875,false
1687859269.645136366s,107,26.5,45.5,25.75,58,25.875,false
1687859269.652637295s,107,26.5,46.25,25.75,58,25.875,false
1687859269.660246223s,107,26.5,46.25,25.75,58,25.875,false
1687859269.81243878s,107,26.5,46.75,25.75,59.75,25.875,false
1687859269.821184697s,107,26.5,46.75,25.75,59.75,25.875,false
1687859269.828773625s,107,26.5,46.75,25.75,59.75,25.875,false
1687859269.836262554s,107,26.5,46.75,25.75,59.75,25.875,false
1687859269.844829473s,107,26.5,46.75,25.75,59.75,25.875,false
1687859269.852356402s,107,26.5,46.75,25.75,59.75,25.875,false
1687859269.86101632s,107,26.5,46.75,25.75,56.5,25.875,false
1687859269.868652247s,107,26.5,46.75,25.75,56.5,25.875,false
1687859269.876212176s,107,26.5,45,25.75,56.5,25.875,false
1687859269.884299099s,107,26.5,45,25.75,56.5,25.875,false
1687859269.892873018s,107,26.5,45,25.75,56.5,25.875,false
1687859269.900501945s,107,26.5,45,25.75,56.5,25.875,false
1687859269.909117864s,107,26.5,45,25.75,56.5,25.875,false
1687859269.917199787s,107,26.5,45,25.75,56.5,25.875,false
1687859269.924799715s,107,26.5,45,25.75,56.5,25.875,false
1687859269.932273644s,107,26.5,45,25.75,58,25.875,false
1687859269.940854563s,107,26.5,45,25.75,58,25.875,false
1687859269.949180484s,107,26.5,48.25,25.75,58,25.875,false
1687859269.95696241s,107,26.5,48.25,25.75,58,25.875,false
1687859269.964527338s,107,26.5,48.25,25.75,58,25.875,false
1687859269.973554253s,107,26.5,48.25,25.75,58,25.875,false
1687859269.981047182s,107,26.5,48.25,25.75,58,25.875,false
1687859269.988825108s,107,26.5,48.25,25.75,58,25.875,false
1687859269.996900031s,107,26.5,48.25,25.75,58,25.875,false
1687859270.00444196s,107,26.5,48.25,25.75,58,25.875,false
1687859270.012936879s,107,26.5,48.25,25.75,59.25,25.875,false
1687859270.020548807s,107,26.5,48.25,25.75,59.25,25.875,false
1687859270.028158735s,107,26.5,48.25,25.75,59.25,25.875,false
1687859270.037055651s,107,26.5,48.25,25.75,59.25,25.875,false
1687859270.044629579s,107,26.5,48.25,25.75,59.25,25.875,false
1687859270.053157498s,107,26.5,48.25,25.75,59.25,25.875,false
1687859270.060733426s,107,26.5,48.25,25.75,59.25,25.875,false
1687859270.068378354s,107,26.5,48.25,25.75,59.25,25.875,false
1687859270.076921273s,107,26.5,48.25,25.75,59.25,25.875,false
1687859270.084399202s,107,26.5,48.25,25.75,58.25,25.875,false
1687859270.092573124s,107,26.5,48.25,25.75,58.25,25.875,false
1687859270.101190043s,107,26.5,45.5,25.75,58.25,25.875,false
1687859270.10882197s,107,26.5,45.5,25.75,58.25,25.875,false
1687859270.116312899s,107,26.5,45.5,25.75,58.25,25.875,false
1687859270.124887818s,107,26.5,45.5,25.75,58.25,25.875,false
1687859270.132397747s,107,26.5,45.5,25.75,58.25,25.875,false
1687859270.140947666s,107,26.5,45.5,25.6875,58.25,25.875,false
1687859270.148605593s,107,26.5,45.5,25.6875,58.25,25.875,false
1687859270.157134512s,107,26.5,45.5,25.6875,58.5,25.875,false
1687859270.165440433s,107,26.5,45.5,25.6875,58.5,25.875,false
1687859270.172933362s,107,26.5,47.5,25.6875,58.5,25.875,false
1687859270.333095844s,107,26.5,46.25,25.75,59.75,25.8125,false
1687859270.340310775s,107,26.5,46.25,25.75,59.75,25.8125,false
1687859270.349019693s,107,26.5,46.25,25.75,59.75,25.875,false
1687859270.356623621s,107,26.5,46.25,25.6875,59.75,25.875,false
1687859270.36515754s,107,26.5,46.25,25.6875,59.75,25.875,false
1687859270.373377462s,107,26.5,46.25,25.6875,59.75,25.875,false
1687859270.381047389s,107,26.5,46.25,25.6875,58.5,25.875,false
1687859270.389091313s,107,26.5,46.25,25.6875,58.5,25.875,false
1687859270.39677924s,107,26.5,46.25,25.6875,58.5,25.875,false
1687859270.556428726s,107,26.5,47,25.6875,59.75,25.875,false
1687859270.565114644s,107,26.5,47,25.6875,59.75,25.875,false
1687859270.572981569s,107,26.5,47,25.6875,59.75,25.875,false
1687859270.580939494s,107,26.5,47,25.75,59.75,25.875,false
1687859270.588664421s,107,26.5,47,25.75,59.75,25.875,false
1687859270.59719434s,107,26.4375,47,25.75,59.75,25.875,false
1687859270.604692269s,107,26.4375,47,25.75,59.25,25.875,false
1687859270.613178188s,107,26.4375,45.5,25.75,59.25,25.875,false
1687859270.620754117s,107,26.4375,45.5,25.75,59.25,25.875,false
1687859270.628368044s,107,26.4375,45.5,25.75,59.25,25.875,false
1687859270.636469968s,107,26.4375,45.5,25.75,59.25,25.875,false
1687859270.645031886s,107,26.4375,45.5,25.75,59.25,25.8125,false
1687859270.652552815s,107,26.4375,45.5,25.75,59.25,25.8125,false
1687859270.661173733s,107,26.4375,45.5,25.6875,59.25,25.8125,false
1687859270.668809661s,107,26.5,45.5,25.6875,59.25,25.8125,false
1687859270.67633859s,107,26.5,45.5,25.6875,58.75,25.8125,false
1687859270.684905508s,107,26.5,45.5,25.6875,58.75,25.8125,false
1687859270.692447437s,107,26.5,48.25,25.6875,58.75,25.8125,false
1687859270.701093355s,107,26.5,48.25,25.6875,58.75,25.8125,false
1687859270.708758282s,107,26.5,48.25,25.6875,58.75,25.8125,false
1687859270.716278211s,107,26.5,48.25,25.6875,58.75,25.8125,false
1687859270.72478213s,107,26.5,48.25,25.6875,58.75,25.8125,false
1687859270.732282059s,107,26.5,48.25,25.6875,58.75,25.8125,false
1687859270.740832978s,107,26.5,48.25,25.6875,58.75,25.8125,false
1687859270.749735894s,107,26.5,48.25,25.6875,58.75,25.8125,false
1687859270.756326831s,107,26.5,48.25,25.6875,58,25.8125,false
1687859270.76489675s,107,26.5,47.75,25.6875,58,25.8125,false
1687859270.772422679s,107,26.5,47.75,25.6875,58,25.8125,false
1687859270.781006597s,107,26.5,47.75,25.6875,58,25.8125,false
1687859270.788677524s,107,26.5,47.75,25.6875,58,25.8125,false
1687859270.79650245s,107,26.5,47.75,25.6875,58,25.875,false
1687859270.805039369s,107,26.5,47.75,25.6875,58,25.875,false
1687859270.812553298s,107,26.5,47.75,25.6875,58,25.875,false
1687859270.821199216s,107,26.5,47.75,25.6875,58,25.875,false
1687859270.828439147s,107,26.5,47.75,25.6875,59.25,25.875,false
1687859270.837003066s,107,26.5,45,25.6875,59.25,25.875,false
1687859270.844599994s,107,26.5,45,25.6875,59.25,25.875,false
1687859270.853161913s,107,26.5,45,25.6875,59.25,25.875,false
1687859270.860812841s,107,26.5,45,25.6875,59.25,25.875,false
1687859270.868789765s,107,26.5,45,25.6875,59.25,25.875,false
1687859270.876336693s,107,26.5,45,25.75,59.25,25.875,false
1687859270.884906612s,107,26.5,45,25.75,59.25,25.875,false
1687859270.892579539s,107,26.5,45,25.75,59.25,25.875,false
1687859270.900859461s,107,26.5,45,25.75,58.5,25.875,false
1687859270.908634387s,107,26.5,45,25.75,58.5,25.875,false
1687859270.917187306s,107,26.5,47.25,25.75,58.5,25.875,false
1687859271.076348797s,107,26.5,46.25,25.6875,59.75,25.8125,false
1687859271.085098714s,107,26.5,46.25,25.6875,59.75,25.8125,false
1687859271.092171647s,107,26.5,46.25,25.6875,59.75,25.8125,false
1687859271.100950564s,107,26.5,46.25,25.6875,59.75,25.8125,false
1687859271.10870949s,107,26.5,46.25,25.6875,59.75,25.8125,false
1687859271.117420408s,107,26.5,46.25,25.6875,59.75,25.8125,false
1687859271.124985336s,107,26.5,46.25,25.6875,59.25,25.8125,false
1687859271.132567264s,107,26.5,46.25,25.6875,59.25,25.8125,false
1687859271.141181182s,107,26.5,46.25,25.6875,59.25,25.8125,false
1687859271.14882311s,107,26.5,46.25,25.6875,59.25,25.8125,false
1687859271.156337039s,107,26.5,46.25,25.6875,59.25,25.8125,false
1687859271.164826958s,107,26.5,46.25,25.6875,59.25,25.8125,false
1687859271.172926881s,107,26.5,46.25,25.6875,59.25,25.8125,false
1687859271.180569809s,107,26.5,46.25,25.6875,59.25,25.8125,false
1687859271.189188727s,107,26.5,46.25,25.6875,59.25,25.8125,false
1687859271.196752655s,107,26.5,46.25,25.6875,57.75,25.8125,false
1687859271.204328584s,107,26.5,46.25,25.6875,57.75,25.8125,false
1687859271.213884493s,107,26.5,49.5,25.6875,57.75,25.8125,false
1687859271.220371432s,107,26.5,49.5,25.6875,57.75,25.8125,false
1687859271.228518354s,107,26.5,49.5,25.6875,57.75,25.8125,false
1687859271.237938265s,107,26.5,49.5,25.6875,57.75,25.875,false
1687859271.245183196s,107,26.5,49.5,25.6875,57.75,25.875,false
1687859271.252277129s,107,26.5,49.5,25.6875,57.75,25.875,false
1687859271.260936047s,107,26.5,49.5,25.6875,57.75,25.875,false
1687859271.268595974s,107,26.5,49.5,25.6875,57.75,25.875,false
1687859271.277144893s,107,26.5,49.5,25.6875,57.5,25.875,false
1687859271.284740821s,107,26.5,46.75,25.6875,57.5,25.875,false
1687859271.29227175s,107,26.5,46.75,25.6875,57.5,25.875,false
1687859271.300373673s,107,26.5,46.75,25.6875,57.5,25.875,false
1687859271.309018591s,107,26.5,46.75,25.6875,57.5,25.875,false
1687859271.316566519s,107,26.5,46.75,25.6875,57.5,25.875,false
1687859271.324704442s,107,26.5,46.75,25.75,57.5,25.875,false
1687859271.332772366s,107,26.5,46.75,25.75,57.5,25.875,false
1687859271.340930288s,107,26.5,46.75,25.75,57.5,25.875,false
1687859271.348608216s,107,26.5,46.75,25.75,59.25,25.875,false
1687859271.357128135s,107,26.5,44.75,25.75,59.25,25.875,false
1687859271.364701063s,107,26.5,44.75,25.75,59.25,25.875,false
1687859271.373199983s,107,26.5,44.75,25.75,59.25,25.875,false
1687859271.38086191s,107,26.5,44.75,25.75,59.25,25.875,false
1687859271.388549837s,107,26.5,44.75,25.75,59.25,25.875,false
1687859271.39666376s,107,26.5,44.75,25.75,59.25,25.875,false
1687859271.405211679s,107,26.5,44.75,25.75,59.25,25.875,false
1687859271.412741608s,107,26.5,44.75,25.75,59.25,25.875,false
1687859271.420835531s,107,26.5,44.75,25.75,59,25.875,false
1687859271.429152452s,107,26.5,48.5,25.75,59,25.875,false
1687859271.437238375s,107,26.5,48.5,25.75,59,25.875,false
1687859271.589124935s,107,26.5,45.25,25.75,59.75,25.8125,false
1687859271.596272868s,107,26.5,45.25,25.75,59.75,25.8125,false
1687859271.604567789s,107,26.5,45.25,25.75,59.75,25.8125,false
1687859271.613085708s,107,26.5,45.25,25.75,59.75,25.8125,false
1687859271.620686636s,107,26.5,45.25,25.75,59.75,25.8125,false
1687859271.629015557s,107,26.5,45.25,25.75,59.75,25.8125,false
1687859271.636788483s,107,26.5,45.25,25.75,59.75,25.8125,false
1687859271.644334412s,107,26.5,45.25,25.75,58.75,25.8125,false
1687859271.652894331s,107,26.5,46.75,25.75,58.75,25.8125,false
1687859271.660538258s,107,26.5,46.75,25.75,58.75,25.8125,false
1687859271.812914814s,107,26.5,46.5,25.75,59.75,25.875,false
1687859271.82171973s,107,26.5,46.5,25.75,59.75,25.875,false
1687859271.828968661s,107,26.5,46.5,25.75,59.75,25.875,false
1687859271.83650859s,107,26.5,46.5,25.75,59.75,25.875,false
1687859271.846062499s,107,26.5,46.5,25.6875,59.75,25.875,false
1687859271.852624437s,107,26.5,46.5,25.6875,59.75,25.875,false
1687859271.860241365s,107,26.5,46.5,25.6875,59.75,25.875,false
1687859271.868891283s,107,26.5,46.5,25.6875,59.25,25.875,false
1687859271.876429211s,107,26.5,45.75,25.6875,59.25,25.875,false
1687859271.884948131s,107,26.5,45.75,25.6875,59.25,25.875,false
1687859271.89243606s,107,26.5,45.75,25.6875,59.25,25.875,false
1687859271.901044978s,107,26.5,45.75,25.6875,59.25,25.875,false
1687859271.908712905s,107,26.5,45.75,25.6875,59.25,25.875,false
1687859271.916245834s,107,26.5,45.75,25.6875,59.25,25.875,false
1687859271.924801753s,107,26.5,45.75,25.6875,59.25,25.875,false
1687859271.932330681s,107,26.5,45.75,25.6875,59.25,25.875,false
1687859271.9409236s,107,26.5,45.75,25.6875,58.75,25.875,false
1687859271.949516518s,107,26.5,49,25.6875,58.75,25.875,false
1687859271.957198446s,107,26.5,49,25.6875,58.75,25.875,false
1687859271.965329369s,107,26.5,49,25.6875,58.75,25.875,false
1687859271.972853297s,107,26.5,49,25.6875,58.75,25.875,false
1687859271.980448225s,107,26.5,49,25.6875,58.75,25.875,false
1687859271.989062144s,107,26.5,49,25.6875,58.75,25.875,false
1687859271.996597072s,107,26.5,49,25.6875,58.75,25.875,false
1687859272.005178991s,107,26.5,49,25.6875,58.75,25.875,false
1687859272.012729919s,107,26.5,49,25.6875,58.75,25.875,false
1687859272.020515845s,107,26.5,49,25.6875,58.5,25.875,false
1687859272.029141764s,107,26.5,47.5,25.6875,58.5,25.875,false
1687859272.036673692s,107,26.5,47.5,25.6875,58.5,25.875,false
1687859272.044193621s,107,26.5,47.5,25.6875,58.5,25.875,false
1687859272.052291544s,107,26.5,47.5,25.6875,58.5,25.875,false
1687859272.061077461s,107,26.5,47.5,25.75,58.5,25.875,false
1687859272.068824387s,107,26.5,47.5,25.75,58.5,25.875,false
1687859272.076351316s,107,26.5,47.5,25.75,58.5,25.875,false
1687859272.084922235s,107,26.5,47.5,25.75,58.5,25.875,false
1687859272.092449163s,107,26.5,47.5,25.75,58,25.875,false
1687859272.101022082s,107,26.5,45.25,25.75,58,25.875,false
1687859272.10866601s,107,26.5,45.25,25.75,58,25.875,false
1687859272.117189929s,107,26.5,45.25,25.75,58,25.875,false
1687859272.124707857s,107,26.5,45.25,25.75,58,25.875,false
1687859272.132296785s,107,26.5,45.25,25.75,58,25.875,false
1687859272.140902704s,107,26.5,45.25,25.6875,58,25.875,false
1687859272.149154626s,107,26.5,45.25,25.6875,58,25.875,false
1687859272.156665554s,107,26.5,45.25,25.6875,58,25.875,false
1687859272.16453048s,107,26.5,45.25,25.6875,59,25.875,false
1687859272.173021399s,107,26.5,47.75,25.6875,59,25.875,false
1687859272.180616327s,107,26.5,47.75,25.6875,59,25.875,false
1687859272.332493887s,107,26.4375,46,25.75,59.75,25.875,false
1687859272.34069481s,107,26.4375,46,25.75,59.75,25.875,false
1687859272.348373737s,107,26.4375,46,25.75,59.75,25.875,false
1687859272.357125654s,107,26.4375,46,25.75,59.75,25.875,false
1687859272.364645583s,107,26.4375,46,25.6875,59.75,25.875,false
1687859272.372382509s,107,26.5,46,25.6875,59.75,25.875,false
1687859272.381105427s,107,26.5,46,25.6875,59.75,25.875,false
1687859272.388694355s,107,26.5,46,25.6875,57.75,25.875,false
1687859272.397185274s,107,26.5,46.25,25.6875,57.75,25.875,false
1687859272.556595763s,107,26.4375,47,25.6875,59.75,25.875,false
1687859272.56535068s,107,26.4375,47,25.6875,59.75,25.875,false
1687859272.573032607s,107,26.4375,47,25.6875,59.75,25.875,false
1687859272.581375528s,107,26.4375,47,25.75,59.75,25.875,false
1687859272.589029455s,107,26.4375,47,25.75,59.75,25.875,false
1687859272.596350386s,107,26.5,47,25.75,59.75,25.875,false
1687859272.604886305s,107,26.5,47,25.75,59.75,25.875,false
1687859272.613199226s,107,26.5,47,25.75,58.25,25.875,false
1687859272.621079151s,107,26.5,45.5,25.75,58.25,25.875,false
1687859272.629090075s,107,26.5,45.5,25.75,58.25,25.875,false
1687859272.636798002s,107,26.5,45.5,25.75,58.25,25.875,false
1687859272.644636928s,107,26.5,45.5,25.75,58.25,25.875,false
1687859272.653999839s,107,26.5,45.5,25.6875,58.25,25.8125,false
1687859272.660613776s,107,26.5,45.5,25.6875,58.25,25.8125,false
1687859272.669301694s,107,26.5,45.5,25.6875,58.25,25.8125,false
1687859272.677027621s,107,26.5,45.5,25.6875,58.25,25.8125,false
