time,boiler_thermocouple,boiler_internal,grouphead_thermocouple,grouphead_internal,basket_thermocouple,basket_internal
1687118274.083924664s,28.25,27.25,27,26.1875,27.25,26.375
1687118274.116543331s,28.25,27.1875,27,26.1875,27.25,26.375
1687118274.148531004s,28.25,27.1875,27,26.1875,27.25,26.375
1687118274.180404679s,28.25,27.1875,27,26.1875,27.25,26.375
1687118274.21258835s,28.25,27.25,27,26.1875,27.25,26.375
1687118274.244144028s,28.25,27.25,27,26.1875,27.25,26.375
1687118274.276176701s,28.25,27.25,27,26.1875,27.25,26.375
1687118274.308860367s,28.25,27.25,27,26.1875,27.25,26.375
1687118274.34084904s,28.25,27.1875,27,26.1875,27.25,26.375
1687118274.372458717s,28.25,27.1875,27,26.1875,27.25,26.375
1687118274.404445391s,28.25,27.1875,27,26.125,27.25,26.3125
1687118274.436133067s,28.25,27.25,27,26.125,27.25,26.3125
1687118274.46815274s,28.25,27.25,27,26.1875,27.25,26.375
1687118274.500784407s,28.25,27.1875,27,26.1875,27.25,26.375
1687118274.53278008s,28.25,27.1875,27,26.1875,27.25,26.375
1687118274.564341757s,28.25,27.25,27,26.1875,27.25,26.375
1687118274.596476429s,28.25,27.25,27,26.1875,27.25,26.375
1687118274.628484102s,28.25,27.25,27,26.1875,27.25,26.3125
1687118274.660432776s,28.25,27.25,27,26.1875,27.25,26.3125
1687118274.692037453s,28.25,27.25,27,26.1875,27.25,26.3125
1687118274.724043126s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118274.756850791s,28.25,27.1875,27,26.125,27.25,26.3125
1687118274.788862464s,28.25,27.25,27,26.125,27.25,26.3125
1687118274.820434142s,28.25,27.25,27,26.1875,27.25,26.3125
1687118274.852032819s,28.25,27.25,27,26.1875,27.25,26.375
1687118274.88422049s,28.25,27.25,27,26.1875,27.25,26.375
1687118274.915996166s,28.25,27.25,27,26.1875,27.25,26.3125
1687118274.948473834s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118274.980009512s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118275.012165184s,28.25,27.25,27,26.1875,27.25,26.3125
1687118275.04479785s,28.25,27.25,27,26.1875,27.25,26.3125
1687118275.076789524s,28.25,27.25,27,26.1875,27.25,26.3125
1687118275.108858196s,28.25,27.25,27,26.1875,27.25,26.3125
1687118275.140484873s,28.25,27.25,27,26.1875,27.25,26.375
1687118275.172485546s,28.25,27.25,27,26.1875,27.25,26.375
1687118275.204091223s,28.25,27.25,27,26.1875,27.25,26.375
1687118275.236189895s,28.25,27.25,27,26.1875,27.25,26.375
1687118275.268892561s,28.25,27.25,27,26.1875,27.25,26.375
1687118275.300829235s,28.25,27.1875,27,26.1875,27.25,26.375
1687118275.331992917s,28.25,27.1875,27,26.1875,27.25,26.375
1687118275.364398586s,28.25,27.1875,27,26.1875,27.25,26.375
1687118275.39634826s,28.25,27.25,27,26.1875,27.25,26.375
1687118275.427872938s,28.25,27.25,27,26.1875,27.25,26.375
1687118275.460034609s,28.25,27.1875,27,26.1875,27.25,26.375
1687118275.492694276s,28.25,27.1875,27,26.1875,27.25,26.375
1687118275.524301953s,28.25,27.25,27,26.1875,27.25,26.3125
1687118275.556360625s,28.25,27.25,27,26.1875,27.25,26.3125
